# ID	Prediction	OTHER	SP(Sec/SPI)	LIPO(Sec/SPII)	TAT(Tat/SPI)	TATLIPO(Sec/SPII)	PILIN(Sec/SPIII)	CS Position
prot_19307	OTHER	0.990615	0.009385	0.000002	0.000002	0.000001	0.000001	
prot_19308	OTHER	0.833335	0.000000	0.000000	0.000000	0.000000	0.166656	
prot_19309	SP	0.000231	0.999062	0.000190	0.000209	0.000165	0.000167	CS pos: 26-27. Pr: 0.9700
prot_1931	SP	0.000263	0.999065	0.000204	0.000199	0.000150	0.000145	CS pos: 20-21. Pr: 0.9740
prot_19310	OTHER	1.000029	0.000002	0.000000	0.000000	0.000000	0.000000	
prot_19311	OTHER	0.999997	0.000000	0.000001	0.000000	0.000000	0.000000	
prot_19312	OTHER	0.999961	0.000047	0.000000	0.000000	0.000000	0.000000	
prot_19313	OTHER	1.000022	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19314	OTHER	1.000015	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19315	OTHER	1.000018	0.000001	0.000000	0.000000	0.000000	0.000000	
prot_19316	OTHER	0.999919	0.000060	0.000000	0.000000	0.000000	0.000000	
prot_19317	SP	0.000761	0.997256	0.001254	0.000304	0.000237	0.000217	CS pos: 28-29. Pr: 0.9745
prot_19318	OTHER	1.000001	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19319	SP	0.000301	0.998859	0.000243	0.000244	0.000195	0.000187	CS pos: 29-30. Pr: 0.9733
prot_1932	OTHER	0.881097	0.118315	0.000132	0.000142	0.000197	0.000108	
prot_19320	SP	0.000208	0.999181	0.000167	0.000176	0.000136	0.000134	CS pos: 23-24. Pr: 0.9780
prot_19321	SP	0.000193	0.999153	0.000176	0.000183	0.000150	0.000155	CS pos: 18-19. Pr: 0.9777
prot_19322	SP	0.000251	0.998894	0.000216	0.000233	0.000192	0.000202	CS pos: 20-21. Pr: 0.9770
prot_19323	OTHER	0.999997	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19324	SP	0.000247	0.998984	0.000206	0.000225	0.000178	0.000164	CS pos: 29-30. Pr: 0.9736
prot_19325	SP	0.000229	0.999001	0.000207	0.000212	0.000176	0.000182	CS pos: 20-21. Pr: 0.9786
prot_19326	SP	0.000205	0.999145	0.000170	0.000196	0.000147	0.000140	CS pos: 29-30. Pr: 0.9771
prot_19327	SP	0.000350	0.998481	0.000306	0.000319	0.000263	0.000287	CS pos: 19-20. Pr: 0.9694
prot_19328	OTHER	1.000008	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19329	OTHER	1.000018	0.000015	0.000000	0.000000	0.000000	0.000000	
prot_1933	OTHER	1.000011	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19330	LIPO	0.000000	0.000000	1.000020	0.000000	0.000000	0.000000	CS pos: 17-18. Pr: 0.9978
prot_19331	OTHER	0.999997	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19332	LIPO	0.000057	0.499817	0.500065	0.000037	0.000033	0.000031	CS pos: 18-19. Pr: 0.4697
prot_19332_2	LIPO	0.000086	0.499704	0.500069	0.000052	0.000044	0.000043	CS pos: 16-17. Pr: 0.4665
prot_19333	OTHER	1.000003	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19334	OTHER	1.000009	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19335	OTHER	1.000007	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19336	OTHER	1.000028	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19337	LIPO	0.000000	0.000000	1.000044	0.000000	0.000000	0.000000	CS pos: 17-18. Pr: 0.9970
prot_19338	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19339	OTHER	1.000008	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1934	OTHER	1.000007	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19340	SP	0.000143	0.836005	0.163551	0.000103	0.000089	0.000091	CS pos: 20-21. Pr: 0.8225
prot_19341	OTHER	1.000007	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19342	SP	0.000217	0.999105	0.000186	0.000199	0.000162	0.000156	CS pos: 19-20. Pr: 0.9763
prot_19343	OTHER	0.756428	0.206836	0.036304	0.000180	0.000146	0.000122	
prot_19344	OTHER	1.000007	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19345	LIPO	0.000000	0.000000	1.000031	0.000000	0.000000	0.000000	CS pos: 17-18. Pr: 0.9971
prot_19346	SP	0.000198	0.999244	0.000154	0.000162	0.000125	0.000127	CS pos: 21-22. Pr: 0.9805
prot_19347	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19348	OTHER	1.000005	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19349	OTHER	0.666093	0.333839	0.000026	0.000020	0.000020	0.000018	
prot_1935	OTHER	0.999967	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19350	OTHER	0.999995	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19351	OTHER	0.999995	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19352	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19353	OTHER	0.999533	0.000480	0.000000	0.000000	0.000000	0.000000	
prot_19354	SP	0.000188	0.832690	0.166746	0.000138	0.000119	0.000130	CS pos: 21-22. Pr: 0.8131
prot_19355	OTHER	1.000011	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19356	OTHER	1.000022	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19357	OTHER	0.999995	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19358	OTHER	0.999990	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19359	SP	0.000130	0.666190	0.333440	0.000097	0.000089	0.000078	CS pos: 25-26. Pr: 0.6503
prot_1936	SP	0.000242	0.999036	0.000212	0.000210	0.000163	0.000157	CS pos: 30-31. Pr: 0.9801
prot_19360	SP	0.000169	0.999247	0.000157	0.000155	0.000133	0.000127	CS pos: 23-24. Pr: 0.4764
prot_19361	SP	0.000851	0.835738	0.161670	0.000626	0.000612	0.000516	CS pos: 20-21. Pr: 0.8132
prot_19362	SP	0.000230	0.999007	0.000196	0.000218	0.000167	0.000168	CS pos: 27-28. Pr: 0.9666
prot_19363	SP	0.000234	0.665889	0.333541	0.000140	0.000114	0.000105	CS pos: 26-27. Pr: 0.6505
prot_19364	LIPO	0.000000	0.000000	0.999998	0.000000	0.000000	0.000000	CS pos: 18-19. Pr: 0.9950
prot_19365	SP	0.000199	0.999180	0.000159	0.000173	0.000142	0.000135	CS pos: 25-26. Pr: 0.5709
prot_19366	SP	0.000109	0.666188	0.333442	0.000104	0.000081	0.000081	CS pos: 20-21. Pr: 0.3569
prot_19367	OTHER	1.000006	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19368	OTHER	1.000008	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19369	OTHER	1.000024	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1937	SP	0.000166	0.666051	0.333471	0.000120	0.000101	0.000102	CS pos: 33-34. Pr: 0.6466
prot_19370	OTHER	1.000003	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19371	SP	0.000324	0.998883	0.000228	0.000213	0.000171	0.000162	CS pos: 23-24. Pr: 0.9785
prot_19372	LIPO	0.000000	0.000000	1.000035	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9962
prot_19373	LIPO	0.000000	0.000000	1.000027	0.000000	0.000000	0.000000	CS pos: 16-17. Pr: 0.9968
prot_19374	SP	0.000225	0.999100	0.000173	0.000197	0.000148	0.000145	CS pos: 30-31. Pr: 0.9767
prot_19375	LIPO	0.000000	0.000000	1.000044	0.000000	0.000000	0.000000	CS pos: 18-19. Pr: 0.9963
prot_19376	SP	0.000177	0.999248	0.000149	0.000170	0.000129	0.000134	CS pos: 22-23. Pr: 0.9799
prot_19377	SP	0.000309	0.998908	0.000222	0.000215	0.000169	0.000162	CS pos: 29-30. Pr: 0.9675
prot_19378	SP	0.000229	0.999036	0.000193	0.000214	0.000164	0.000159	CS pos: 31-32. Pr: 0.9713
prot_19379	SP	0.000225	0.999112	0.000182	0.000193	0.000155	0.000143	CS pos: 30-31. Pr: 0.9746
prot_1938	LIPO	0.000000	0.000000	1.000006	0.000000	0.000000	0.000000	CS pos: 21-22. Pr: 0.9974
prot_19380	SP	0.000199	0.999148	0.000177	0.000187	0.000150	0.000151	CS pos: 26-27. Pr: 0.9765
prot_19381	SP	0.000504	0.998446	0.000305	0.000303	0.000243	0.000203	CS pos: 25-26. Pr: 0.9720
prot_19382	SP	0.000346	0.998773	0.000276	0.000234	0.000187	0.000184	CS pos: 17-18. Pr: 0.9650
prot_19383	SP	0.000131	0.666758	0.332876	0.000089	0.000072	0.000072	CS pos: 27-28. Pr: 0.6520
prot_19384	OTHER	1.000034	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19385	LIPO	0.000000	0.000000	1.000031	0.000000	0.000000	0.000000	CS pos: 16-17. Pr: 0.9957
prot_19386	SP	0.000212	0.999119	0.000163	0.000192	0.000153	0.000146	CS pos: 29-30. Pr: 0.9729
prot_19387	SP	0.000332	0.998795	0.000275	0.000242	0.000195	0.000192	CS pos: 18-19. Pr: 0.9747
prot_19388	SP	0.000328	0.998808	0.000273	0.000240	0.000193	0.000190	CS pos: 18-19. Pr: 0.9751
prot_19389	OTHER	0.999974	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1939	SP	0.000858	0.997804	0.000472	0.000349	0.000298	0.000255	CS pos: 21-22. Pr: 0.9712
prot_19390	LIPO	0.000000	0.000000	1.000057	0.000000	0.000000	0.000000	CS pos: 20-21. Pr: 0.9978
prot_19391	OTHER	0.999131	0.000919	0.000000	0.000000	0.000000	0.000000	
prot_19392	OTHER	0.999985	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19393	SP	0.000169	0.999267	0.000154	0.000158	0.000126	0.000129	CS pos: 19-20. Pr: 0.9805
prot_19394	SP	0.000336	0.998895	0.000221	0.000230	0.000181	0.000171	CS pos: 22-23. Pr: 0.9796
prot_19395	SP	0.000508	0.998446	0.000295	0.000273	0.000231	0.000232	CS pos: 22-23. Pr: 0.9793
prot_19396	OTHER	1.000002	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19397	SP	0.000234	0.710723	0.288587	0.000157	0.000158	0.000159	CS pos: 22-23. Pr: 0.6901
prot_19398	OTHER	1.000004	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19399	OTHER	1.000036	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_194	LIPO	0.000000	0.000000	1.000011	0.000000	0.000000	0.000000	CS pos: 24-25. Pr: 0.9871
prot_1940	OTHER	0.999999	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19400	LIPO	0.000000	0.000000	1.000031	0.000000	0.000000	0.000000	CS pos: 16-17. Pr: 0.9950
prot_19401	SP	0.000183	0.999279	0.000155	0.000163	0.000125	0.000125	CS pos: 22-23. Pr: 0.9826
prot_19402	SP	0.000296	0.998929	0.000221	0.000230	0.000188	0.000170	CS pos: 26-27. Pr: 0.9760
prot_19403	SP	0.000252	0.999058	0.000197	0.000207	0.000163	0.000155	CS pos: 26-27. Pr: 0.9760
prot_19404	SP	0.000456	0.998280	0.000366	0.000322	0.000305	0.000281	CS pos: 22-23. Pr: 0.9726
prot_19405	SP	0.000289	0.998949	0.000223	0.000221	0.000181	0.000172	CS pos: 23-24. Pr: 0.9753
prot_19406	OTHER	1.000007	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19407	LIPO	0.000000	0.000000	1.000051	0.000000	0.000000	0.000000	CS pos: 16-17. Pr: 0.9977
prot_19408	OTHER	1.000008	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19409	SP	0.000208	0.999152	0.000177	0.000189	0.000147	0.000158	CS pos: 22-23. Pr: 0.9780
prot_1941	OTHER	1.000001	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19410	SP	0.000245	0.998956	0.000212	0.000221	0.000187	0.000193	CS pos: 21-22. Pr: 0.9676
prot_19411	LIPO	0.000000	0.000000	1.000040	0.000000	0.000000	0.000000	CS pos: 18-19. Pr: 0.9976
prot_19413	SP	0.000245	0.999093	0.000191	0.000194	0.000152	0.000150	CS pos: 18-19. Pr: 0.9780
prot_19414	LIPO	0.000000	0.000000	1.000029	0.000000	0.000000	0.000000	CS pos: 16-17. Pr: 0.9975
prot_19415	SP	0.000290	0.998813	0.000246	0.000256	0.000197	0.000181	CS pos: 30-31. Pr: 0.9681
prot_19416	SP	0.000142	0.666179	0.333359	0.000124	0.000114	0.000104	CS pos: 20-21. Pr: 0.6512
prot_19417	SP	0.000271	0.998929	0.000223	0.000230	0.000181	0.000183	CS pos: 25-26. Pr: 0.9599
prot_19419	OTHER	0.999989	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1942	OTHER	0.990020	0.009596	0.000110	0.000133	0.000082	0.000055	
prot_19420	OTHER	0.999989	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19421	SP	0.077458	0.914604	0.002243	0.001960	0.001677	0.002066	CS pos: 21-22. Pr: 0.8758
prot_19422	SP	0.000222	0.999107	0.000193	0.000188	0.000155	0.000159	CS pos: 22-23. Pr: 0.9786
prot_19423	SP	0.000132	0.666201	0.333443	0.000100	0.000086	0.000084	CS pos: 21-22. Pr: 0.6521
prot_19424	SP	0.000307	0.998923	0.000235	0.000214	0.000178	0.000169	CS pos: 26-27. Pr: 0.9770
prot_19425	OTHER	0.999998	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19426	OTHER	1.000008	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19428	OTHER	0.855042	0.144835	0.000058	0.000043	0.000035	0.000033	
prot_19429	LIPO	0.000000	0.000000	1.000013	0.000000	0.000000	0.000000	CS pos: 15-16. Pr: 0.9974
prot_1943	OTHER	1.000008	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19430	SP	0.012329	0.970569	0.005221	0.007068	0.002244	0.002556	CS pos: 22-23. Pr: 0.9014
prot_19431	SP	0.000194	0.999147	0.000170	0.000183	0.000148	0.000153	CS pos: 20-21. Pr: 0.9785
prot_19432	SP	0.000222	0.999092	0.000185	0.000202	0.000157	0.000155	CS pos: 27-28. Pr: 0.9771
prot_19433	SP	0.001293	0.993720	0.001012	0.001464	0.000979	0.001541	CS pos: 23-24. Pr: 0.9463
prot_19434	SP	0.206577	0.791271	0.001305	0.000328	0.000271	0.000246	CS pos: 28-29. Pr: 0.6080
prot_19435	SP	0.000188	0.999161	0.000168	0.000180	0.000145	0.000145	CS pos: 27-28. Pr: 0.9749
prot_19436	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19437	SP	0.000281	0.998801	0.000220	0.000276	0.000211	0.000232	CS pos: 19-20. Pr: 0.9601
prot_19438	LIPO	0.000000	0.000000	1.000026	0.000000	0.000000	0.000000	CS pos: 18-19. Pr: 0.9973
prot_19439	LIPO	0.000000	0.000000	1.000033	0.000000	0.000000	0.000000	CS pos: 20-21. Pr: 0.9964
prot_1944	OTHER	1.000024	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19440	SP	0.000348	0.998571	0.000322	0.000296	0.000255	0.000228	CS pos: 24-25. Pr: 0.9700
prot_19441	LIPO	0.000000	0.000000	1.000020	0.000000	0.000000	0.000000	CS pos: 15-16. Pr: 0.9974
prot_19442	LIPO	0.000000	0.000000	0.999995	0.000000	0.000000	0.000000	CS pos: 16-17. Pr: 0.9936
prot_19443	SP	0.000229	0.999126	0.000178	0.000191	0.000155	0.000143	CS pos: 21-22. Pr: 0.9791
prot_19444	SP	0.000475	0.998459	0.000323	0.000287	0.000244	0.000223	CS pos: 19-20. Pr: 0.9668
prot_19445	LIPO	0.000000	0.000000	1.000018	0.000000	0.000000	0.000000	CS pos: 15-16. Pr: 0.9965
prot_19446	TAT	0.000000	0.000000	0.000000	0.967664	0.032336	0.000000	CS pos: 44-45. Pr: 0.8816
prot_19447	OTHER	1.000002	0.000015	0.000000	0.000000	0.000000	0.000000	
prot_19448	LIPO	0.000000	0.000000	1.000018	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9964
prot_1945	SP	0.000252	0.999084	0.000192	0.000179	0.000145	0.000142	CS pos: 21-22. Pr: 0.9723
prot_19450	SP	0.000204	0.999127	0.000172	0.000194	0.000159	0.000156	CS pos: 28-29. Pr: 0.9720
prot_19451	SP	0.000812	0.996772	0.000860	0.000646	0.000473	0.000465	CS pos: 22-23. Pr: 0.9610
prot_19453	LIPO	0.000000	0.000000	1.000012	0.000000	0.000000	0.000000	CS pos: 20-21. Pr: 0.9956
prot_19454	SP	0.000327	0.998895	0.000232	0.000220	0.000170	0.000170	CS pos: 22-23. Pr: 0.9737
prot_19455	SP	0.000212	0.999116	0.000174	0.000187	0.000150	0.000144	CS pos: 26-27. Pr: 0.9738
prot_19456	SP	0.000433	0.998319	0.000339	0.000404	0.000292	0.000231	CS pos: 36-37. Pr: 0.9644
prot_19457	OTHER	1.000026	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19458	SP	0.000209	0.999110	0.000177	0.000186	0.000156	0.000147	CS pos: 23-24. Pr: 0.9778
prot_19459	OTHER	1.000025	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1946	SP	0.006751	0.991946	0.000364	0.000384	0.000274	0.000255	CS pos: 46-47. Pr: 0.9366
prot_19460	SP	0.000326	0.998712	0.000435	0.000207	0.000161	0.000159	CS pos: 22-23. Pr: 0.9780
prot_19461	SP	0.000310	0.998814	0.000239	0.000243	0.000205	0.000185	CS pos: 25-26. Pr: 0.9756
prot_19462	SP	0.000225	0.832570	0.166834	0.000138	0.000120	0.000118	CS pos: 18-19. Pr: 0.8181
prot_19463	SP	0.000315	0.998723	0.000268	0.000275	0.000213	0.000224	CS pos: 20-21. Pr: 0.9677
prot_19464	SP	0.000268	0.999036	0.000227	0.000197	0.000160	0.000154	CS pos: 24-25. Pr: 0.9774
prot_19465	LIPO	0.000000	0.000000	1.000031	0.000000	0.000000	0.000000	CS pos: 20-21. Pr: 0.9967
prot_19466	LIPO	0.000000	0.000000	1.000026	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9934
prot_19467	LIPO	0.000000	0.000000	1.000032	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9930
prot_19468	LIPO	0.000000	0.000000	1.000020	0.000000	0.000000	0.000000	CS pos: 17-18. Pr: 0.9945
prot_19469	OTHER	0.999980	0.000009	0.000000	0.000000	0.000000	0.000000	
prot_1947	LIPO	0.000000	0.000000	1.000022	0.000000	0.000000	0.000000	CS pos: 29-30. Pr: 0.9976
prot_19470	SP	0.000382	0.998645	0.000306	0.000258	0.000211	0.000208	CS pos: 17-18. Pr: 0.9751
prot_19471	SP	0.000264	0.998992	0.000199	0.000217	0.000180	0.000165	CS pos: 20-21. Pr: 0.9785
prot_19472	SP	0.000285	0.998830	0.000240	0.000259	0.000208	0.000211	CS pos: 21-22. Pr: 0.9718
prot_19473	SP	0.000221	0.999089	0.000199	0.000188	0.000158	0.000155	CS pos: 19-20. Pr: 0.9746
prot_19474	LIPO	0.000000	0.000000	1.000011	0.000000	0.000000	0.000000	CS pos: 17-18. Pr: 0.9933
prot_19475	SP	0.001954	0.813452	0.180048	0.002001	0.001008	0.001519	CS pos: 22-23. Pr: 0.8074
prot_19476	SP	0.000232	0.999063	0.000199	0.000196	0.000164	0.000162	CS pos: 21-22. Pr: 0.9796
prot_19477	SP	0.000229	0.999074	0.000185	0.000194	0.000154	0.000148	CS pos: 27-28. Pr: 0.9751
prot_19478	LIPO	0.000000	0.000000	1.000007	0.000000	0.000000	0.000000	CS pos: 17-18. Pr: 0.9973
prot_19479	SP	0.000180	0.999220	0.000155	0.000164	0.000135	0.000132	CS pos: 25-26. Pr: 0.8913
prot_1948	LIPO	0.000000	0.000000	1.000019	0.000000	0.000000	0.000000	CS pos: 22-23. Pr: 0.9973
prot_19480	SP	0.000191	0.999188	0.000164	0.000179	0.000139	0.000145	CS pos: 25-26. Pr: 0.9773
prot_19481	OTHER	1.000032	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19482	SP	0.000531	0.998556	0.000305	0.000249	0.000194	0.000191	CS pos: 19-20. Pr: 0.9768
prot_19483	LIPO	0.000000	0.000000	1.000034	0.000000	0.000000	0.000000	CS pos: 15-16. Pr: 0.9975
prot_19484	LIPO	0.000000	0.000000	1.000026	0.000000	0.000000	0.000000	CS pos: 17-18. Pr: 0.9943
prot_19485	LIPO	0.000000	0.000000	1.000014	0.000000	0.000000	0.000000	CS pos: 16-17. Pr: 0.9970
prot_19486	SP	0.000454	0.998376	0.000313	0.000343	0.000263	0.000253	CS pos: 27-28. Pr: 0.9738
prot_19487	SP	0.000249	0.999032	0.000193	0.000210	0.000166	0.000168	CS pos: 18-19. Pr: 0.9788
prot_19488	SP	0.000197	0.999139	0.000185	0.000185	0.000151	0.000150	CS pos: 19-20. Pr: 0.9730
prot_19489	SP	0.000539	0.997977	0.000448	0.000403	0.000328	0.000351	CS pos: 23-24. Pr: 0.9608
prot_1949	OTHER	0.997513	0.002467	0.000001	0.000001	0.000001	0.000001	
prot_19490	SP	0.000209	0.999125	0.000182	0.000196	0.000152	0.000144	CS pos: 29-30. Pr: 0.9753
prot_19491	SP	0.000234	0.999081	0.000205	0.000202	0.000160	0.000155	CS pos: 26-27. Pr: 0.9767
prot_19492	OTHER	0.999957	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19493	OTHER	1.000008	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19494	SP	0.000252	0.999048	0.000191	0.000201	0.000164	0.000148	CS pos: 24-25. Pr: 0.9778
prot_19495	SP	0.000189	0.999189	0.000161	0.000174	0.000137	0.000139	CS pos: 26-27. Pr: 0.9724
prot_19496	SP	0.000296	0.998803	0.000250	0.000241	0.000212	0.000218	CS pos: 21-22. Pr: 0.9768
prot_19497	SP	0.000228	0.999015	0.000195	0.000206	0.000165	0.000168	CS pos: 24-25. Pr: 0.9742
prot_19498	SP	0.000350	0.998480	0.000317	0.000310	0.000275	0.000278	CS pos: 24-25. Pr: 0.9741
prot_19499	LIPO	0.000000	0.000000	1.000042	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9976
prot_195	SP	0.000189	0.999227	0.000163	0.000174	0.000141	0.000140	CS pos: 19-20. Pr: 0.6716
prot_1950	LIPO	0.112475	0.258841	0.628508	0.000057	0.000073	0.000052	CS pos: 20-21. Pr: 0.5001
prot_19500	SP	0.000204	0.999157	0.000176	0.000186	0.000143	0.000146	CS pos: 19-20. Pr: 0.9832
prot_19501	SP	0.000328	0.998672	0.000275	0.000293	0.000227	0.000246	CS pos: 20-21. Pr: 0.9661
prot_19502	LIPO	0.000000	0.000000	1.000020	0.000000	0.000000	0.000000	CS pos: 20-21. Pr: 0.9926
prot_19503	LIPO	0.000000	0.000000	1.000010	0.000000	0.000000	0.000000	CS pos: 20-21. Pr: 0.9923
prot_19504	OTHER	0.999974	0.000002	0.000000	0.000000	0.000000	0.000000	
prot_19505	SP	0.000250	0.999014	0.000211	0.000207	0.000168	0.000165	CS pos: 23-24. Pr: 0.9748
prot_19506	SP	0.000242	0.999045	0.000203	0.000199	0.000163	0.000159	CS pos: 24-25. Pr: 0.9783
prot_19507	SP	0.002218	0.990079	0.001725	0.001697	0.001925	0.002352	CS pos: 21-22. Pr: 0.9246
prot_19508	SP	0.000454	0.998673	0.000249	0.000254	0.000193	0.000186	CS pos: 21-22. Pr: 0.9777
prot_19509	LIPO	0.000000	0.000000	1.000010	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9941
prot_1951	LIPO	0.000000	0.000000	1.000003	0.000000	0.000000	0.000000	CS pos: 28-29. Pr: 0.9809
prot_19510	SP	0.000212	0.999159	0.000182	0.000172	0.000143	0.000133	CS pos: 24-25. Pr: 0.9774
prot_19511	SP	0.035367	0.959550	0.001352	0.001345	0.001255	0.001173	CS pos: 20-21. Pr: 0.9537
prot_19512	SP	0.000187	0.999201	0.000161	0.000171	0.000140	0.000142	CS pos: 20-21. Pr: 0.9776
prot_19513	OTHER	0.997564	0.002446	0.000001	0.000001	0.000001	0.000001	
prot_19514	SP	0.000186	0.999204	0.000165	0.000167	0.000136	0.000134	CS pos: 24-25. Pr: 0.9779
prot_19515	SP	0.000295	0.998936	0.000221	0.000225	0.000181	0.000166	CS pos: 20-21. Pr: 0.9757
prot_19516	SP	0.000195	0.999163	0.000159	0.000184	0.000139	0.000140	CS pos: 29-30. Pr: 0.9737
prot_19517	SP	0.000323	0.996931	0.001913	0.000326	0.000241	0.000272	CS pos: 21-22. Pr: 0.9656
prot_19518	LIPO	0.000000	0.000000	1.000055	0.000000	0.000000	0.000000	CS pos: 18-19. Pr: 0.9971
prot_19519	SP	0.000195	0.999160	0.000173	0.000173	0.000138	0.000139	CS pos: 18-19. Pr: 0.9801
prot_1952	OTHER	1.000020	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19520	SP	0.000215	0.999104	0.000173	0.000200	0.000152	0.000156	CS pos: 27-28. Pr: 0.9768
prot_19521	SP	0.000314	0.998818	0.000247	0.000239	0.000198	0.000184	CS pos: 22-23. Pr: 0.9736
prot_19522	SP	0.000172	0.999233	0.000150	0.000169	0.000138	0.000139	CS pos: 22-23. Pr: 0.9800
prot_19523	LIPO	0.000000	0.000000	1.000061	0.000000	0.000000	0.000000	CS pos: 18-19. Pr: 0.9980
prot_19524	OTHER	1.000028	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19525	SP	0.000312	0.998639	0.000234	0.000318	0.000234	0.000280	CS pos: 20-21. Pr: 0.9735
prot_19526	SP	0.000935	0.997606	0.000522	0.000374	0.000294	0.000283	CS pos: 22-23. Pr: 0.9518
prot_19527	LIPO	0.000000	0.000000	1.000037	0.000000	0.000000	0.000000	CS pos: 18-19. Pr: 0.9958
prot_19528	SP	0.000411	0.998694	0.000258	0.000263	0.000202	0.000196	CS pos: 23-24. Pr: 0.9764
prot_19529	SP	0.000227	0.999035	0.000192	0.000207	0.000169	0.000176	CS pos: 19-20. Pr: 0.9755
prot_1953	OTHER	1.000052	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19530	SP	0.000217	0.999082	0.000182	0.000195	0.000160	0.000163	CS pos: 19-20. Pr: 0.9767
prot_19531	LIPO	0.000000	0.000000	1.000054	0.000000	0.000000	0.000000	CS pos: 17-18. Pr: 0.9942
prot_19533	SP	0.000539	0.998523	0.000336	0.000248	0.000194	0.000184	CS pos: 19-20. Pr: 0.9776
prot_19534	SP	0.000369	0.998317	0.000325	0.000394	0.000314	0.000314	CS pos: 21-22. Pr: 0.9714
prot_19535	SP	0.000231	0.999125	0.000206	0.000170	0.000138	0.000135	CS pos: 19-20. Pr: 0.9776
prot_19536	SP	0.000171	0.999258	0.000155	0.000159	0.000134	0.000131	CS pos: 20-21. Pr: 0.9767
prot_19537	SP	0.002502	0.990453	0.001608	0.001552	0.001867	0.002016	CS pos: 22-23. Pr: 0.9271
prot_19538	LIPO	0.000000	0.000000	1.000032	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9934
prot_19539	SP	0.000227	0.999087	0.000193	0.000187	0.000150	0.000145	CS pos: 19-20. Pr: 0.9793
prot_1954	OTHER	1.000025	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_19540	SP	0.000285	0.998955	0.000227	0.000218	0.000180	0.000160	CS pos: 18-19. Pr: 0.9799
prot_19541	LIPO	0.000000	0.000000	1.000044	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9980
